,dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
2343946,1873-11-01,7.285,0.336,Florence,Italy,44.20N,11.18E
2343947,1873-12-01,3.189,0.51,Florence,Italy,44.20N,11.18E
2343948,1874-01-01,1.584,1.364,Florence,Italy,44.20N,11.18E
2343949,1874-02-01,2.957,0.454,Florence,Italy,44.20N,11.18E
2343950,1874-03-01,5.7570000000000014,1.3030000000000002,Florence,Italy,44.20N,11.18E
2343951,1874-04-01,11.376,0.539,Florence,Italy,44.20N,11.18E
2343952,1874-05-01,11.901,0.718,Florence,Italy,44.20N,11.18E
2343953,1874-06-01,20.033,1.003,Florence,Italy,44.20N,11.18E
2343954,1874-07-01,23.458,0.6,Florence,Italy,44.20N,11.18E
2343955,1874-08-01,20.311,0.36,Florence,Italy,44.20N,11.18E
2343956,1874-09-01,19.074,0.369,Florence,Italy,44.20N,11.18E
2343957,1874-10-01,13.258,0.7440000000000001,Florence,Italy,44.20N,11.18E
2343958,1874-11-01,5.385,0.6409999999999999,Florence,Italy,44.20N,11.18E
2343959,1874-12-01,3.1590000000000003,1.024,Florence,Italy,44.20N,11.18E
2343960,1875-01-01,2.784,0.8959999999999999,Florence,Italy,44.20N,11.18E
2343961,1875-02-01,0.895,0.728,Florence,Italy,44.20N,11.18E
2343962,1875-03-01,3.575,1.38,Florence,Italy,44.20N,11.18E
2343963,1875-04-01,9.433,0.754,Florence,Italy,44.20N,11.18E
2343964,1875-05-01,16.901,0.475,Florence,Italy,44.20N,11.18E
2343965,1875-06-01,20.182,0.81,Florence,Italy,44.20N,11.18E
2343966,1875-07-01,21.04,0.648,Florence,Italy,44.20N,11.18E
2343967,1875-08-01,22.168000000000006,0.4320000000000001,Florence,Italy,44.20N,11.18E
2343968,1875-09-01,17.734,0.399,Florence,Italy,44.20N,11.18E
2343969,1875-10-01,12.324000000000002,0.414,Florence,Italy,44.20N,11.18E
2343970,1875-11-01,6.461,0.597,Florence,Italy,44.20N,11.18E
2343971,1875-12-01,2.153,0.463,Florence,Italy,44.20N,11.18E
2343972,1876-01-01,1.354,0.816,Florence,Italy,44.20N,11.18E
2343973,1876-02-01,4.138,0.973,Florence,Italy,44.20N,11.18E
2343974,1876-03-01,7.552,1.412,Florence,Italy,44.20N,11.18E
2343975,1876-04-01,10.847,0.85,Florence,Italy,44.20N,11.18E
2343976,1876-05-01,12.845999999999998,1.009,Florence,Italy,44.20N,11.18E
2343977,1876-06-01,18.914,0.8640000000000001,Florence,Italy,44.20N,11.18E
2343978,1876-07-01,21.945,0.965,Florence,Italy,44.20N,11.18E
2343979,1876-08-01,21.569000000000006,0.487,Florence,Italy,44.20N,11.18E
2343980,1876-09-01,17.035999999999998,0.721,Florence,Italy,44.20N,11.18E
2343981,1876-10-01,14.466,0.7759999999999999,Florence,Italy,44.20N,11.18E
2343982,1876-11-01,5.4110000000000005,1.41,Florence,Italy,44.20N,11.18E
2343983,1876-12-01,5.4350000000000005,1.156,Florence,Italy,44.20N,11.18E
2343984,1877-01-01,4.621,1.612,Florence,Italy,44.20N,11.18E
2343985,1877-02-01,4.529,1.814,Florence,Italy,44.20N,11.18E
2343986,1877-03-01,5.303,0.487,Florence,Italy,44.20N,11.18E
2343987,1877-04-01,9.78,1.556,Florence,Italy,44.20N,11.18E
2343988,1877-05-01,13.03,1.234,Florence,Italy,44.20N,11.18E
2343989,1877-06-01,20.945999999999998,1.609,Florence,Italy,44.20N,11.18E
2343990,1877-07-01,22.185,0.741,Florence,Italy,44.20N,11.18E
2343991,1877-08-01,23.239,0.537,Florence,Italy,44.20N,11.18E
2343992,1877-09-01,17.319000000000006,0.55,Florence,Italy,44.20N,11.18E
2343993,1877-10-01,10.052,0.807,Florence,Italy,44.20N,11.18E
2343994,1877-11-01,8.136000000000001,0.909,Florence,Italy,44.20N,11.18E
2343995,1877-12-01,3.418,2.236,Florence,Italy,44.20N,11.18E
2343996,1878-01-01,1.2689999999999997,1.6980000000000002,Florence,Italy,44.20N,11.18E
2343997,1878-02-01,5.008,1.12,Florence,Italy,44.20N,11.18E
2343998,1878-03-01,6.216,0.878,Florence,Italy,44.20N,11.18E
2343999,1878-04-01,10.336,1.283,Florence,Italy,44.20N,11.18E
2344000,1878-05-01,15.982000000000001,0.476,Florence,Italy,44.20N,11.18E
2344001,1878-06-01,18.757,1.138,Florence,Italy,44.20N,11.18E
2344002,1878-07-01,21.467,0.56,Florence,Italy,44.20N,11.18E
2344003,1878-08-01,21.543000000000006,0.727,Florence,Italy,44.20N,11.18E
2344004,1878-09-01,18.52,0.613,Florence,Italy,44.20N,11.18E
2344005,1878-10-01,13.524000000000001,0.409,Florence,Italy,44.20N,11.18E
2344006,1878-11-01,6.535,0.957,Florence,Italy,44.20N,11.18E
2344007,1878-12-01,1.402,1.6369999999999998,Florence,Italy,44.20N,11.18E
2344008,1879-01-01,3.157,0.682,Florence,Italy,44.20N,11.18E
2344009,1879-02-01,6.212999999999999,1.039,Florence,Italy,44.20N,11.18E
2344010,1879-03-01,7.372999999999998,0.399,Florence,Italy,44.20N,11.18E
2344011,1879-04-01,9.218,1.025,Florence,Italy,44.20N,11.18E
2344012,1879-05-01,11.554,0.905,Florence,Italy,44.20N,11.18E
2344013,1879-06-01,19.809,0.7040000000000001,Florence,Italy,44.20N,11.18E
2344014,1879-07-01,20.23,0.812,Florence,Italy,44.20N,11.18E
2344015,1879-08-01,23.537,1.22,Florence,Italy,44.20N,11.18E
2344016,1879-09-01,18.657,0.91,Florence,Italy,44.20N,11.18E
2344017,1879-10-01,11.966,0.627,Florence,Italy,44.20N,11.18E
2344018,1879-11-01,5.209,0.8140000000000001,Florence,Italy,44.20N,11.18E
2344019,1879-12-01,-0.09299999999999996,1.371,Florence,Italy,44.20N,11.18E
2344020,1880-01-01,-1.2480000000000002,1.177,Florence,Italy,44.20N,11.18E
2344021,1880-02-01,4.143,0.151,Florence,Italy,44.20N,11.18E
2344022,1880-03-01,7.153,0.561,Florence,Italy,44.20N,11.18E
2344023,1880-04-01,11.293,0.4270000000000001,Florence,Italy,44.20N,11.18E
2344024,1880-05-01,14.253,0.61,Florence,Italy,44.20N,11.18E
2344025,1880-06-01,17.72,0.585,Florence,Italy,44.20N,11.18E
2344026,1880-07-01,23.494,0.68,Florence,Italy,44.20N,11.18E
2344027,1880-08-01,20.157,0.598,Florence,Italy,44.20N,11.18E
2344028,1880-09-01,18.032,0.924,Florence,Italy,44.20N,11.18E
2344029,1880-10-01,13.853000000000002,0.782,Florence,Italy,44.20N,11.18E
2344030,1880-11-01,8.838,1.779,Florence,Italy,44.20N,11.18E
2344031,1880-12-01,5.769,0.956,Florence,Italy,44.20N,11.18E
2344032,1881-01-01,1.3749999999999998,0.787,Florence,Italy,44.20N,11.18E
2344033,1881-02-01,3.897,0.634,Florence,Italy,44.20N,11.18E
2344034,1881-03-01,7.58,0.519,Florence,Italy,44.20N,11.18E
2344035,1881-04-01,10.437,0.5710000000000001,Florence,Italy,44.20N,11.18E
2344036,1881-05-01,14.062000000000001,0.588,Florence,Italy,44.20N,11.18E
2344037,1881-06-01,18.48,1.081,Florence,Italy,44.20N,11.18E
2344038,1881-07-01,23.583,0.512,Florence,Italy,44.20N,11.18E
2344039,1881-08-01,22.337,0.753,Florence,Italy,44.20N,11.18E
2344040,1881-09-01,16.401,0.64,Florence,Italy,44.20N,11.18E
2344041,1881-10-01,10.157,0.4370000000000001,Florence,Italy,44.20N,11.18E
2344042,1881-11-01,7.194999999999999,0.851,Florence,Italy,44.20N,11.18E
2344043,1881-12-01,4.5710000000000015,1.2919999999999998,Florence,Italy,44.20N,11.18E
2344044,1882-01-01,3.969,1.033,Florence,Italy,44.20N,11.18E
2344045,1882-02-01,4.431,1.1,Florence,Italy,44.20N,11.18E
2344046,1882-03-01,9.546,0.414,Florence,Italy,44.20N,11.18E
2344047,1882-04-01,10.065,0.34,Florence,Italy,44.20N,11.18E
2344048,1882-05-01,14.905,0.475,Florence,Italy,44.20N,11.18E
2344049,1882-06-01,18.573,0.5539999999999999,Florence,Italy,44.20N,11.18E
2344050,1882-07-01,21.429,0.387,Florence,Italy,44.20N,11.18E
2344051,1882-08-01,20.65,0.454,Florence,Italy,44.20N,11.18E
2344052,1882-09-01,16.405,0.4270000000000001,Florence,Italy,44.20N,11.18E
2344053,1882-10-01,13.012,0.26,Florence,Italy,44.20N,11.18E
2344054,1882-11-01,7.837999999999999,1.298,Florence,Italy,44.20N,11.18E
2344055,1882-12-01,4.665,0.453,Florence,Italy,44.20N,11.18E
2344056,1883-01-01,3.075,0.3720000000000001,Florence,Italy,44.20N,11.18E
2344057,1883-02-01,5.849,0.6509999999999999,Florence,Italy,44.20N,11.18E
2344058,1883-03-01,3.691,0.6409999999999999,Florence,Italy,44.20N,11.18E
2344059,1883-04-01,8.908999999999997,0.308,Florence,Italy,44.20N,11.18E
2344060,1883-05-01,14.598,0.653,Florence,Italy,44.20N,11.18E
2344061,1883-06-01,18.311,0.98,Florence,Italy,44.20N,11.18E
2344062,1883-07-01,21.265,0.785,Florence,Italy,44.20N,11.18E
2344063,1883-08-01,20.728,0.615,Florence,Italy,44.20N,11.18E
2344064,1883-09-01,17.165000000000006,0.451,Florence,Italy,44.20N,11.18E
2344065,1883-10-01,12.047,0.404,Florence,Italy,44.20N,11.18E
2344066,1883-11-01,7.436,0.632,Florence,Italy,44.20N,11.18E
2344067,1883-12-01,2.4370000000000003,0.7040000000000001,Florence,Italy,44.20N,11.18E
2344068,1884-01-01,3.401,0.639,Florence,Italy,44.20N,11.18E
2344069,1884-02-01,5.082,0.711,Florence,Italy,44.20N,11.18E
2344070,1884-03-01,8.05,0.601,Florence,Italy,44.20N,11.18E
2344071,1884-04-01,10.463,0.7390000000000001,Florence,Italy,44.20N,11.18E
2344072,1884-05-01,16.127000000000002,0.628,Florence,Italy,44.20N,11.18E
2344073,1884-06-01,15.872999999999998,0.469,Florence,Italy,44.20N,11.18E
2344074,1884-07-01,22.089,0.506,Florence,Italy,44.20N,11.18E
2344075,1884-08-01,20.783,0.73,Florence,Italy,44.20N,11.18E
2344076,1884-09-01,17.227,0.495,Florence,Italy,44.20N,11.18E
2344077,1884-10-01,10.957,0.517,Florence,Italy,44.20N,11.18E
2344078,1884-11-01,5.215,0.664,Florence,Italy,44.20N,11.18E
2344079,1884-12-01,3.784,0.934,Florence,Italy,44.20N,11.18E
2344080,1885-01-01,1.7169999999999999,1.166,Florence,Italy,44.20N,11.18E
2344081,1885-02-01,5.533,0.743,Florence,Italy,44.20N,11.18E
2344082,1885-03-01,7.402,0.391,Florence,Italy,44.20N,11.18E
2344083,1885-04-01,10.176,0.603,Florence,Italy,44.20N,11.18E
2344084,1885-05-01,13.639000000000001,0.794,Florence,Italy,44.20N,11.18E
2344085,1885-06-01,19.557,0.282,Florence,Italy,44.20N,11.18E
2344086,1885-07-01,22.523000000000003,0.467,Florence,Italy,44.20N,11.18E
2344087,1885-08-01,21.239,0.731,Florence,Italy,44.20N,11.18E
2344088,1885-09-01,18.084,0.654,Florence,Italy,44.20N,11.18E
2344089,1885-10-01,11.720999999999998,0.5479999999999999,Florence,Italy,44.20N,11.18E
2344090,1885-11-01,8.350999999999999,0.843,Florence,Italy,44.20N,11.18E
2344091,1885-12-01,2.3680000000000003,0.889,Florence,Italy,44.20N,11.18E
2344092,1886-01-01,1.9140000000000001,0.994,Florence,Italy,44.20N,11.18E
2344093,1886-02-01,3.49,1.067,Florence,Italy,44.20N,11.18E
2344094,1886-03-01,5.414,0.34700000000000003,Florence,Italy,44.20N,11.18E
2344095,1886-04-01,10.73,0.228,Florence,Italy,44.20N,11.18E
2344096,1886-05-01,14.861,0.7879999999999999,Florence,Italy,44.20N,11.18E
2344097,1886-06-01,17.913999999999994,0.32299999999999995,Florence,Italy,44.20N,11.18E
2344098,1886-07-01,21.676,0.435,Florence,Italy,44.20N,11.18E
2344099,1886-08-01,20.563,0.279,Florence,Italy,44.20N,11.18E
2344100,1886-09-01,19.165000000000006,0.243,Florence,Italy,44.20N,11.18E
2344101,1886-10-01,13.884,0.682,Florence,Italy,44.20N,11.18E
2344102,1886-11-01,8.422,0.703,Florence,Italy,44.20N,11.18E
2344103,1886-12-01,4.203,0.848,Florence,Italy,44.20N,11.18E
2344104,1887-01-01,1.5119999999999998,1.023,Florence,Italy,44.20N,11.18E
2344105,1887-02-01,2.297,1.018,Florence,Italy,44.20N,11.18E
2344106,1887-03-01,6.936,0.603,Florence,Italy,44.20N,11.18E
2344107,1887-04-01,9.16,0.259,Florence,Italy,44.20N,11.18E
2344108,1887-05-01,13.242,0.4920000000000001,Florence,Italy,44.20N,11.18E
2344109,1887-06-01,19.631,0.234,Florence,Italy,44.20N,11.18E
2344110,1887-07-01,23.088,0.634,Florence,Italy,44.20N,11.18E
2344111,1887-08-01,21.708,0.667,Florence,Italy,44.20N,11.18E
2344112,1887-09-01,18.525,0.784,Florence,Italy,44.20N,11.18E
2344113,1887-10-01,9.712,0.28800000000000003,Florence,Italy,44.20N,11.18E
2344114,1887-11-01,7.0710000000000015,0.662,Florence,Italy,44.20N,11.18E
2344115,1887-12-01,2.7220000000000004,0.534,Florence,Italy,44.20N,11.18E
2344116,1888-01-01,0.039999999999999584,1.004,Florence,Italy,44.20N,11.18E
2344117,1888-02-01,2.0340000000000003,1.027,Florence,Italy,44.20N,11.18E
2344118,1888-03-01,6.06,0.905,Florence,Italy,44.20N,11.18E
2344119,1888-04-01,9.482,0.841,Florence,Italy,44.20N,11.18E
2344120,1888-05-01,15.487,0.602,Florence,Italy,44.20N,11.18E
2344121,1888-06-01,20.17,0.797,Florence,Italy,44.20N,11.18E
2344122,1888-07-01,20.565,1.26,Florence,Italy,44.20N,11.18E
2344123,1888-08-01,20.509,0.789,Florence,Italy,44.20N,11.18E
2344124,1888-09-01,18.298,0.405,Florence,Italy,44.20N,11.18E
2344125,1888-10-01,11.026,0.888,Florence,Italy,44.20N,11.18E
2344126,1888-11-01,6.711,0.52,Florence,Italy,44.20N,11.18E
2344127,1888-12-01,4.0200000000000005,0.911,Florence,Italy,44.20N,11.18E
2344128,1889-01-01,2.573,0.857,Florence,Italy,44.20N,11.18E
2344129,1889-02-01,2.1780000000000004,0.425,Florence,Italy,44.20N,11.18E
2344130,1889-03-01,5.513,0.491,Florence,Italy,44.20N,11.18E
2344131,1889-04-01,9.086,0.6709999999999999,Florence,Italy,44.20N,11.18E
2344132,1889-05-01,15.75,0.456,Florence,Italy,44.20N,11.18E
2344133,1889-06-01,19.714,0.241,Florence,Italy,44.20N,11.18E
2344134,1889-07-01,21.102,0.389,Florence,Italy,44.20N,11.18E
2344135,1889-08-01,21.179,1.176,Florence,Italy,44.20N,11.18E
2344136,1889-09-01,16.476000000000006,0.608,Florence,Italy,44.20N,11.18E
2344137,1889-10-01,13.091,0.589,Florence,Italy,44.20N,11.18E
2344138,1889-11-01,6.885,0.919,Florence,Italy,44.20N,11.18E
2344139,1889-12-01,1.859,0.83,Florence,Italy,44.20N,11.18E
2344140,1890-01-01,3.926,0.605,Florence,Italy,44.20N,11.18E
2344141,1890-02-01,2.394,0.867,Florence,Italy,44.20N,11.18E
2344142,1890-03-01,6.666,0.962,Florence,Italy,44.20N,11.18E
2344143,1890-04-01,9.622,0.628,Florence,Italy,44.20N,11.18E
2344144,1890-05-01,14.823,0.821,Florence,Italy,44.20N,11.18E
2344145,1890-06-01,18.362,0.397,Florence,Italy,44.20N,11.18E
2344146,1890-07-01,20.717,0.7659999999999999,Florence,Italy,44.20N,11.18E
2344147,1890-08-01,22.205,0.95,Florence,Italy,44.20N,11.18E
2344148,1890-09-01,16.654,0.597,Florence,Italy,44.20N,11.18E
2344149,1890-10-01,11.629000000000001,0.957,Florence,Italy,44.20N,11.18E
2344150,1890-11-01,6.433,0.631,Florence,Italy,44.20N,11.18E
2344151,1890-12-01,1.379,0.624,Florence,Italy,44.20N,11.18E
2344152,1891-01-01,-0.883,0.456,Florence,Italy,44.20N,11.18E
2344153,1891-02-01,1.8530000000000002,0.49,Florence,Italy,44.20N,11.18E
2344154,1891-03-01,6.584,0.664,Florence,Italy,44.20N,11.18E
2344155,1891-04-01,8.355,0.279,Florence,Italy,44.20N,11.18E
2344156,1891-05-01,14.556,0.552,Florence,Italy,44.20N,11.18E
2344157,1891-06-01,18.425,0.454,Florence,Italy,44.20N,11.18E
2344158,1891-07-01,21.794,0.893,Florence,Italy,44.20N,11.18E
2344159,1891-08-01,20.51,0.6779999999999999,Florence,Italy,44.20N,11.18E
2344160,1891-09-01,17.906000000000006,0.371,Florence,Italy,44.20N,11.18E
2344161,1891-10-01,13.761,0.42,Florence,Italy,44.20N,11.18E
2344162,1891-11-01,6.894,0.971,Florence,Italy,44.20N,11.18E
2344163,1891-12-01,4.243,0.622,Florence,Italy,44.20N,11.18E
2344164,1892-01-01,2.16,1.024,Florence,Italy,44.20N,11.18E
2344165,1892-02-01,4.87,0.383,Florence,Italy,44.20N,11.18E
2344166,1892-03-01,4.749,0.8029999999999999,Florence,Italy,44.20N,11.18E
2344167,1892-04-01,10.815,0.444,Florence,Italy,44.20N,11.18E
2344168,1892-05-01,14.883,0.6609999999999999,Florence,Italy,44.20N,11.18E
2344169,1892-06-01,20.055999999999997,1.008,Florence,Italy,44.20N,11.18E
2344170,1892-07-01,21.314,0.67,Florence,Italy,44.20N,11.18E
2344171,1892-08-01,21.529,0.318,Florence,Italy,44.20N,11.18E
2344172,1892-09-01,18.445,0.415,Florence,Italy,44.20N,11.18E
2344173,1892-10-01,12.627,0.588,Florence,Italy,44.20N,11.18E
2344174,1892-11-01,7.542000000000002,0.698,Florence,Italy,44.20N,11.18E
2344175,1892-12-01,1.815,0.6559999999999999,Florence,Italy,44.20N,11.18E
2344176,1893-01-01,-1.4939999999999998,0.754,Florence,Italy,44.20N,11.18E
2344177,1893-02-01,3.82,0.626,Florence,Italy,44.20N,11.18E
2344178,1893-03-01,7.749,0.5329999999999999,Florence,Italy,44.20N,11.18E
2344179,1893-04-01,11.292,0.326,Florence,Italy,44.20N,11.18E
2344180,1893-05-01,14.567,0.5670000000000001,Florence,Italy,44.20N,11.18E
2344181,1893-06-01,18.879,0.5539999999999999,Florence,Italy,44.20N,11.18E
2344182,1893-07-01,21.38,0.456,Florence,Italy,44.20N,11.18E
2344183,1893-08-01,21.462,0.266,Florence,Italy,44.20N,11.18E
2344184,1893-09-01,18.1,0.464,Florence,Italy,44.20N,11.18E
2344185,1893-10-01,13.791,0.403,Florence,Italy,44.20N,11.18E
2344186,1893-11-01,7.178999999999999,0.608,Florence,Italy,44.20N,11.18E
2344187,1893-12-01,4.3420000000000005,0.637,Florence,Italy,44.20N,11.18E
2344188,1894-01-01,0.9489999999999998,0.679,Florence,Italy,44.20N,11.18E
2344189,1894-02-01,4.352,0.731,Florence,Italy,44.20N,11.18E
2344190,1894-03-01,7.224,0.6920000000000001,Florence,Italy,44.20N,11.18E
2344191,1894-04-01,11.782,0.382,Florence,Italy,44.20N,11.18E
2344192,1894-05-01,14.297,0.513,Florence,Italy,44.20N,11.18E
2344193,1894-06-01,18.447,0.563,Florence,Italy,44.20N,11.18E
2344194,1894-07-01,22.637,0.4,Florence,Italy,44.20N,11.18E
2344195,1894-08-01,20.859,0.306,Florence,Italy,44.20N,11.18E
2344196,1894-09-01,17.237000000000002,0.324,Florence,Italy,44.20N,11.18E
2344197,1894-10-01,12.867,0.35200000000000004,Florence,Italy,44.20N,11.18E
2344198,1894-11-01,8.115,0.466,Florence,Italy,44.20N,11.18E
2344199,1894-12-01,2.825,0.515,Florence,Italy,44.20N,11.18E
2344200,1895-01-01,1.0319999999999998,0.585,Florence,Italy,44.20N,11.18E
2344201,1895-02-01,-0.3380000000000001,1.31,Florence,Italy,44.20N,11.18E
2344202,1895-03-01,5.642,0.444,Florence,Italy,44.20N,11.18E
2344203,1895-04-01,10.482,0.43,Florence,Italy,44.20N,11.18E
2344204,1895-05-01,13.821000000000002,0.385,Florence,Italy,44.20N,11.18E
2344205,1895-06-01,18.397,0.343,Florence,Italy,44.20N,11.18E
2344206,1895-07-01,22.206,0.274,Florence,Italy,44.20N,11.18E
2344207,1895-08-01,20.646,0.266,Florence,Italy,44.20N,11.18E
2344208,1895-09-01,19.962,0.34700000000000003,Florence,Italy,44.20N,11.18E
2344209,1895-10-01,12.419,0.273,Florence,Italy,44.20N,11.18E
2344210,1895-11-01,8.387,0.83,Florence,Italy,44.20N,11.18E
2344211,1895-12-01,3.637,0.654,Florence,Italy,44.20N,11.18E
2344212,1896-01-01,1.1069999999999998,0.498,Florence,Italy,44.20N,11.18E
2344213,1896-02-01,3.614,0.733,Florence,Italy,44.20N,11.18E
2344214,1896-03-01,8.29,0.306,Florence,Italy,44.20N,11.18E
2344215,1896-04-01,8.355,0.509,Florence,Italy,44.20N,11.18E
2344216,1896-05-01,13.057,0.413,Florence,Italy,44.20N,11.18E
2344217,1896-06-01,18.451,0.359,Florence,Italy,44.20N,11.18E
2344218,1896-07-01,21.554,0.333,Florence,Italy,44.20N,11.18E
2344219,1896-08-01,18.418,0.732,Florence,Italy,44.20N,11.18E
2344220,1896-09-01,17.194000000000006,0.389,Florence,Italy,44.20N,11.18E
2344221,1896-10-01,12.510000000000002,0.465,Florence,Italy,44.20N,11.18E
2344222,1896-11-01,6.726999999999999,0.369,Florence,Italy,44.20N,11.18E
2344223,1896-12-01,3.815,0.862,Florence,Italy,44.20N,11.18E
2344224,1897-01-01,3.5010000000000003,0.633,Florence,Italy,44.20N,11.18E
2344225,1897-02-01,6.041,0.569,Florence,Italy,44.20N,11.18E
2344226,1897-03-01,8.896,0.759,Florence,Italy,44.20N,11.18E
2344227,1897-04-01,10.739,0.306,Florence,Italy,44.20N,11.18E
2344228,1897-05-01,13.536,0.392,Florence,Italy,44.20N,11.18E
2344229,1897-06-01,19.912,0.474,Florence,Italy,44.20N,11.18E
2344230,1897-07-01,22.368,0.545,Florence,Italy,44.20N,11.18E
2344231,1897-08-01,21.006,0.6940000000000001,Florence,Italy,44.20N,11.18E
2344232,1897-09-01,17.41,0.409,Florence,Italy,44.20N,11.18E
2344233,1897-10-01,11.341,0.78,Florence,Italy,44.20N,11.18E
2344234,1897-11-01,6.16,1.213,Florence,Italy,44.20N,11.18E
2344235,1897-12-01,2.721,0.981,Florence,Italy,44.20N,11.18E
2344236,1898-01-01,4.167999999999998,0.741,Florence,Italy,44.20N,11.18E
2344237,1898-02-01,4.743,0.507,Florence,Italy,44.20N,11.18E
2344238,1898-03-01,7.194999999999999,0.605,Florence,Italy,44.20N,11.18E
2344239,1898-04-01,10.728,0.467,Florence,Italy,44.20N,11.18E
2344240,1898-05-01,14.22,0.415,Florence,Italy,44.20N,11.18E
2344241,1898-06-01,18.476,0.415,Florence,Italy,44.20N,11.18E
2344242,1898-07-01,20.079,0.883,Florence,Italy,44.20N,11.18E
2344243,1898-08-01,21.566,0.736,Florence,Italy,44.20N,11.18E
2344244,1898-09-01,18.551,0.7609999999999999,Florence,Italy,44.20N,11.18E
2344245,1898-10-01,13.513,0.359,Florence,Italy,44.20N,11.18E
2344246,1898-11-01,10.719,0.394,Florence,Italy,44.20N,11.18E
2344247,1898-12-01,4.316,0.831,Florence,Italy,44.20N,11.18E
2344248,1899-01-01,5.352,0.693,Florence,Italy,44.20N,11.18E
2344249,1899-02-01,5.478,0.5489999999999999,Florence,Italy,44.20N,11.18E
2344250,1899-03-01,6.72,0.443,Florence,Italy,44.20N,11.18E
2344251,1899-04-01,9.973,0.404,Florence,Italy,44.20N,11.18E
2344252,1899-05-01,14.246,0.368,Florence,Italy,44.20N,11.18E
2344253,1899-06-01,17.971999999999994,0.487,Florence,Italy,44.20N,11.18E
2344254,1899-07-01,21.371,0.419,Florence,Italy,44.20N,11.18E
2344255,1899-08-01,21.693,0.172,Florence,Italy,44.20N,11.18E
2344256,1899-09-01,18.082,0.391,Florence,Italy,44.20N,11.18E
2344257,1899-10-01,12.65,0.926,Florence,Italy,44.20N,11.18E
2344258,1899-11-01,8.269,0.691,Florence,Italy,44.20N,11.18E
2344259,1899-12-01,1.7390000000000003,0.659,Florence,Italy,44.20N,11.18E
2344260,1900-01-01,3.7460000000000004,0.848,Florence,Italy,44.20N,11.18E
2344261,1900-02-01,6.104,0.374,Florence,Italy,44.20N,11.18E
2344262,1900-03-01,4.96,0.353,Florence,Italy,44.20N,11.18E
2344263,1900-04-01,9.039,0.266,Florence,Italy,44.20N,11.18E
2344264,1900-05-01,14.347000000000001,0.344,Florence,Italy,44.20N,11.18E
2344265,1900-06-01,19.429,0.4,Florence,Italy,44.20N,11.18E
2344266,1900-07-01,22.157,0.643,Florence,Italy,44.20N,11.18E
2344267,1900-08-01,20.262,0.522,Florence,Italy,44.20N,11.18E
2344268,1900-09-01,18.635,0.662,Florence,Italy,44.20N,11.18E
2344269,1900-10-01,13.963,0.64,Florence,Italy,44.20N,11.18E
2344270,1900-11-01,9.297,0.403,Florence,Italy,44.20N,11.18E
2344271,1900-12-01,5.247000000000001,1.265,Florence,Italy,44.20N,11.18E
2344272,1901-01-01,1.6219999999999999,0.941,Florence,Italy,44.20N,11.18E
2344273,1901-02-01,-0.21399999999999952,0.58,Florence,Italy,44.20N,11.18E
2344274,1901-03-01,5.9879999999999995,0.348,Florence,Italy,44.20N,11.18E
2344275,1901-04-01,10.501,0.57,Florence,Italy,44.20N,11.18E
2344276,1901-05-01,14.154000000000002,0.369,Florence,Italy,44.20N,11.18E
2344277,1901-06-01,20.092,0.5,Florence,Italy,44.20N,11.18E
2344278,1901-07-01,21.285,0.611,Florence,Italy,44.20N,11.18E
2344279,1901-08-01,21.000999999999998,0.416,Florence,Italy,44.20N,11.18E
2344280,1901-09-01,17.474,0.669,Florence,Italy,44.20N,11.18E
2344281,1901-10-01,12.873,0.23,Florence,Italy,44.20N,11.18E
2344282,1901-11-01,6.226,0.419,Florence,Italy,44.20N,11.18E
2344283,1901-12-01,4.221,0.46,Florence,Italy,44.20N,11.18E
2344284,1902-01-01,3.5860000000000003,0.977,Florence,Italy,44.20N,11.18E
2344285,1902-02-01,4.7010000000000005,0.7190000000000001,Florence,Italy,44.20N,11.18E
2344286,1902-03-01,7.612,0.484,Florence,Italy,44.20N,11.18E
2344287,1902-04-01,11.775,0.358,Florence,Italy,44.20N,11.18E
2344288,1902-05-01,11.613,0.316,Florence,Italy,44.20N,11.18E
2344289,1902-06-01,17.45,0.407,Florence,Italy,44.20N,11.18E
2344290,1902-07-01,22.121,0.436,Florence,Italy,44.20N,11.18E
2344291,1902-08-01,21.076,0.409,Florence,Italy,44.20N,11.18E
2344292,1902-09-01,17.82,0.31,Florence,Italy,44.20N,11.18E
2344293,1902-10-01,12.094000000000001,0.643,Florence,Italy,44.20N,11.18E
2344294,1902-11-01,5.638,0.84,Florence,Italy,44.20N,11.18E
2344295,1902-12-01,3.278,0.7490000000000001,Florence,Italy,44.20N,11.18E
2344296,1903-01-01,2.496,0.631,Florence,Italy,44.20N,11.18E
2344297,1903-02-01,4.952,0.679,Florence,Italy,44.20N,11.18E
2344298,1903-03-01,7.8,0.586,Florence,Italy,44.20N,11.18E
2344299,1903-04-01,7.8599999999999985,0.426,Florence,Italy,44.20N,11.18E
2344300,1903-05-01,14.546,0.337,Florence,Italy,44.20N,11.18E
2344301,1903-06-01,17.154,0.532,Florence,Italy,44.20N,11.18E
2344302,1903-07-01,21.076,0.605,Florence,Italy,44.20N,11.18E
2344303,1903-08-01,21.494,0.408,Florence,Italy,44.20N,11.18E
2344304,1903-09-01,17.964000000000006,0.42,Florence,Italy,44.20N,11.18E
2344305,1903-10-01,13.623,0.466,Florence,Italy,44.20N,11.18E
2344306,1903-11-01,7.955,0.68,Florence,Italy,44.20N,11.18E
