,dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
2343514,1837-11-01,5.33,2.057,Florence,Italy,44.20N,11.18E
2343515,1837-12-01,3.463,4.8610000000000015,Florence,Italy,44.20N,11.18E
2343516,1838-01-01,0.8009999999999997,2.664,Florence,Italy,44.20N,11.18E
2343517,1838-02-01,2.3240000000000003,1.094,Florence,Italy,44.20N,11.18E
2343518,1838-03-01,6.545999999999999,1.7619999999999998,Florence,Italy,44.20N,11.18E
2343519,1838-04-01,7.678,1.161,Florence,Italy,44.20N,11.18E
2343520,1838-05-01,14.781,0.8240000000000001,Florence,Italy,44.20N,11.18E
2343521,1838-06-01,19.405,0.96,Florence,Italy,44.20N,11.18E
2343522,1838-07-01,21.264,3.639,Florence,Italy,44.20N,11.18E
2343523,1838-08-01,20.188,3.497,Florence,Italy,44.20N,11.18E
2343524,1838-09-01,16.84,1.607,Florence,Italy,44.20N,11.18E
2343525,1838-10-01,11.170000000000002,3.899,Florence,Italy,44.20N,11.18E
2343526,1838-11-01,7.931,3.0,Florence,Italy,44.20N,11.18E
2343527,1838-12-01,2.531,2.968,Florence,Italy,44.20N,11.18E
2343528,1839-01-01,1.5889999999999995,1.629,Florence,Italy,44.20N,11.18E
2343529,1839-02-01,2.625,1.682,Florence,Italy,44.20N,11.18E
2343530,1839-03-01,5.016,1.079,Florence,Italy,44.20N,11.18E
2343531,1839-04-01,7.936,2.208,Florence,Italy,44.20N,11.18E
2343532,1839-05-01,13.746,0.969,Florence,Italy,44.20N,11.18E
2343533,1839-06-01,21.418000000000006,1.393,Florence,Italy,44.20N,11.18E
2343534,1839-07-01,23.085,2.574,Florence,Italy,44.20N,11.18E
2343535,1839-08-01,20.599,2.017,Florence,Italy,44.20N,11.18E
2343536,1839-09-01,17.711000000000006,1.008,Florence,Italy,44.20N,11.18E
2343537,1839-10-01,14.265,1.541,Florence,Italy,44.20N,11.18E
2343538,1839-11-01,9.552999999999999,1.653,Florence,Italy,44.20N,11.18E
2343539,1839-12-01,6.546,1.454,Florence,Italy,44.20N,11.18E
2343540,1840-01-01,2.949,2.055,Florence,Italy,44.20N,11.18E
2343541,1840-02-01,3.399,2.491,Florence,Italy,44.20N,11.18E
2343542,1840-03-01,2.982,0.818,Florence,Italy,44.20N,11.18E
2343543,1840-04-01,9.846,2.591,Florence,Italy,44.20N,11.18E
2343544,1840-05-01,14.63,1.321,Florence,Italy,44.20N,11.18E
2343545,1840-06-01,20.284,1.5719999999999998,Florence,Italy,44.20N,11.18E
2343546,1840-07-01,21.064,1.121,Florence,Italy,44.20N,11.18E
2343547,1840-08-01,21.854,1.213,Florence,Italy,44.20N,11.18E
2343548,1840-09-01,17.490000000000002,1.03,Florence,Italy,44.20N,11.18E
2343549,1840-10-01,11.58,2.121,Florence,Italy,44.20N,11.18E
2343550,1840-11-01,9.576,3.482,Florence,Italy,44.20N,11.18E
2343551,1840-12-01,1.846,2.012,Florence,Italy,44.20N,11.18E
2343552,1841-01-01,1.4359999999999995,1.675,Florence,Italy,44.20N,11.18E
2343553,1841-02-01,3.966,1.423,Florence,Italy,44.20N,11.18E
2343554,1841-03-01,7.83,3.763,Florence,Italy,44.20N,11.18E
2343555,1841-04-01,11.104,2.01,Florence,Italy,44.20N,11.18E
2343556,1841-05-01,18.183,1.289,Florence,Italy,44.20N,11.18E
2343557,1841-06-01,18.746,0.971,Florence,Italy,44.20N,11.18E
2343558,1841-07-01,21.959,1.297,Florence,Italy,44.20N,11.18E
2343559,1841-08-01,20.98,1.485,Florence,Italy,44.20N,11.18E
2343560,1841-09-01,18.652,0.8490000000000001,Florence,Italy,44.20N,11.18E
2343561,1841-10-01,14.385000000000002,0.993,Florence,Italy,44.20N,11.18E
2343562,1841-11-01,7.372000000000001,1.058,Florence,Italy,44.20N,11.18E
2343563,1841-12-01,5.815,2.037,Florence,Italy,44.20N,11.18E
2343564,1842-01-01,0.7619999999999996,2.514,Florence,Italy,44.20N,11.18E
2343565,1842-02-01,2.1,1.7719999999999998,Florence,Italy,44.20N,11.18E
2343566,1842-03-01,7.38,1.82,Florence,Italy,44.20N,11.18E
2343567,1842-04-01,9.243,1.797,Florence,Italy,44.20N,11.18E
2343568,1842-05-01,14.249,1.496,Florence,Italy,44.20N,11.18E
2343569,1842-06-01,20.279,0.8270000000000001,Florence,Italy,44.20N,11.18E
2343570,1842-07-01,22.384,1.7009999999999998,Florence,Italy,44.20N,11.18E
2343571,1842-08-01,21.68,2.097,Florence,Italy,44.20N,11.18E
2343572,1842-09-01,16.543000000000006,1.523,Florence,Italy,44.20N,11.18E
2343573,1842-10-01,10.614,0.86,Florence,Italy,44.20N,11.18E
2343574,1842-11-01,6.127999999999999,3.032,Florence,Italy,44.20N,11.18E
2343575,1842-12-01,4.5539999999999985,1.659,Florence,Italy,44.20N,11.18E
2343576,1843-01-01,3.352,1.5490000000000002,Florence,Italy,44.20N,11.18E
2343577,1843-02-01,5.727,1.155,Florence,Italy,44.20N,11.18E
2343578,1843-03-01,6.504,1.226,Florence,Italy,44.20N,11.18E
2343579,1843-04-01,10.332,1.851,Florence,Italy,44.20N,11.18E
2343580,1843-05-01,14.004000000000001,1.056,Florence,Italy,44.20N,11.18E
2343581,1843-06-01,17.755,1.86,Florence,Italy,44.20N,11.18E
2343582,1843-07-01,19.493,1.06,Florence,Italy,44.20N,11.18E
2343583,1843-08-01,20.943,2.007,Florence,Italy,44.20N,11.18E
2343584,1843-09-01,17.609,0.887,Florence,Italy,44.20N,11.18E
2343585,1843-10-01,12.437000000000001,1.649,Florence,Italy,44.20N,11.18E
2343586,1843-11-01,7.6,0.654,Florence,Italy,44.20N,11.18E
2343587,1843-12-01,2.967,2.759,Florence,Italy,44.20N,11.18E
2343588,1844-01-01,1.245,1.078,Florence,Italy,44.20N,11.18E
2343589,1844-02-01,3.12,0.866,Florence,Italy,44.20N,11.18E
2343590,1844-03-01,5.49,2.6180000000000003,Florence,Italy,44.20N,11.18E
2343591,1844-04-01,11.319,1.093,Florence,Italy,44.20N,11.18E
2343592,1844-05-01,13.800999999999998,0.956,Florence,Italy,44.20N,11.18E
2343593,1844-06-01,20.158,1.207,Florence,Italy,44.20N,11.18E
2343594,1844-07-01,21.399,1.206,Florence,Italy,44.20N,11.18E
2343595,1844-08-01,19.924,2.659,Florence,Italy,44.20N,11.18E
2343596,1844-09-01,18.301,0.4970000000000001,Florence,Italy,44.20N,11.18E
2343597,1844-10-01,13.449000000000002,0.75,Florence,Italy,44.20N,11.18E
2343598,1844-11-01,7.9819999999999975,0.527,Florence,Italy,44.20N,11.18E
2343599,1844-12-01,2.033,1.349,Florence,Italy,44.20N,11.18E
2343600,1845-01-01,4.99,1.905,Florence,Italy,44.20N,11.18E
2343601,1845-02-01,0.7520000000000002,3.006,Florence,Italy,44.20N,11.18E
2343602,1845-03-01,4.816,1.852,Florence,Italy,44.20N,11.18E
2343603,1845-04-01,9.757,1.113,Florence,Italy,44.20N,11.18E
2343604,1845-05-01,12.795,1.384,Florence,Italy,44.20N,11.18E
2343605,1845-06-01,19.337,1.401,Florence,Italy,44.20N,11.18E
2343606,1845-07-01,22.234,0.953,Florence,Italy,44.20N,11.18E
2343607,1845-08-01,19.314,0.7490000000000001,Florence,Italy,44.20N,11.18E
2343608,1845-09-01,17.23,1.141,Florence,Italy,44.20N,11.18E
2343609,1845-10-01,12.91,0.595,Florence,Italy,44.20N,11.18E
2343610,1845-11-01,8.442,1.134,Florence,Italy,44.20N,11.18E
2343611,1845-12-01,4.561,2.455,Florence,Italy,44.20N,11.18E
2343612,1846-01-01,4.138,2.095,Florence,Italy,44.20N,11.18E
2343613,1846-02-01,5.466,1.3530000000000002,Florence,Italy,44.20N,11.18E
2343614,1846-03-01,8.513,1.381,Florence,Italy,44.20N,11.18E
2343615,1846-04-01,11.384,1.52,Florence,Italy,44.20N,11.18E
2343616,1846-05-01,16.087,1.408,Florence,Italy,44.20N,11.18E
2343617,1846-06-01,21.943,1.819,Florence,Italy,44.20N,11.18E
2343618,1846-07-01,24.066,1.801,Florence,Italy,44.20N,11.18E
2343619,1846-08-01,21.954,1.534,Florence,Italy,44.20N,11.18E
2343620,1846-09-01,17.66,2.056,Florence,Italy,44.20N,11.18E
2343621,1846-10-01,12.669,0.775,Florence,Italy,44.20N,11.18E
2343622,1846-11-01,6.893,1.624,Florence,Italy,44.20N,11.18E
2343623,1846-12-01,1.5830000000000002,0.63,Florence,Italy,44.20N,11.18E
2343624,1847-01-01,3.247,6.2810000000000015,Florence,Italy,44.20N,11.18E
2343625,1847-02-01,2.688,0.7290000000000001,Florence,Italy,44.20N,11.18E
2343626,1847-03-01,5.21,2.587,Florence,Italy,44.20N,11.18E
2343627,1847-04-01,9.806000000000001,0.984,Florence,Italy,44.20N,11.18E
2343628,1847-05-01,18.183,0.889,Florence,Italy,44.20N,11.18E
2343629,1847-06-01,17.424,1.837,Florence,Italy,44.20N,11.18E
2343630,1847-07-01,21.934,1.646,Florence,Italy,44.20N,11.18E
2343631,1847-08-01,21.42,2.3080000000000003,Florence,Italy,44.20N,11.18E
2343632,1847-09-01,15.924000000000001,0.764,Florence,Italy,44.20N,11.18E
2343633,1847-10-01,12.395,0.901,Florence,Italy,44.20N,11.18E
2343634,1847-11-01,6.431,0.802,Florence,Italy,44.20N,11.18E
2343635,1847-12-01,3.337,1.795,Florence,Italy,44.20N,11.18E
2343636,1848-01-01,0.19999999999999973,1.927,Florence,Italy,44.20N,11.18E
2343637,1848-02-01,4.5680000000000005,1.643,Florence,Italy,44.20N,11.18E
2343638,1848-03-01,7.332999999999998,0.899,Florence,Italy,44.20N,11.18E
2343639,1848-04-01,11.416,1.246,Florence,Italy,44.20N,11.18E
2343640,1848-05-01,15.179,2.055,Florence,Italy,44.20N,11.18E
2343641,1848-06-01,20.55,2.0540000000000003,Florence,Italy,44.20N,11.18E
2343642,1848-07-01,21.756,2.27,Florence,Italy,44.20N,11.18E
2343643,1848-08-01,22.02,1.4780000000000002,Florence,Italy,44.20N,11.18E
2343644,1848-09-01,16.929000000000002,1.365,Florence,Italy,44.20N,11.18E
2343645,1848-10-01,13.002,0.998,Florence,Italy,44.20N,11.18E
2343646,1848-11-01,5.666,1.016,Florence,Italy,44.20N,11.18E
2343647,1848-12-01,2.644,1.136,Florence,Italy,44.20N,11.18E
2343648,1849-01-01,1.6739999999999997,1.429,Florence,Italy,44.20N,11.18E
2343649,1849-02-01,5.42,1.124,Florence,Italy,44.20N,11.18E
2343650,1849-03-01,5.9929999999999986,1.875,Florence,Italy,44.20N,11.18E
2343651,1849-04-01,8.675,1.457,Florence,Italy,44.20N,11.18E
2343652,1849-05-01,15.412,0.6459999999999999,Florence,Italy,44.20N,11.18E
2343653,1849-06-01,21.877,1.504,Florence,Italy,44.20N,11.18E
2343654,1849-07-01,21.909,1.142,Florence,Italy,44.20N,11.18E
2343655,1849-08-01,20.973000000000006,1.186,Florence,Italy,44.20N,11.18E
2343656,1849-09-01,17.528000000000002,1.052,Florence,Italy,44.20N,11.18E
2343657,1849-10-01,13.375,1.224,Florence,Italy,44.20N,11.18E
2343658,1849-11-01,6.763,1.86,Florence,Italy,44.20N,11.18E
2343659,1849-12-01,2.5330000000000004,0.93,Florence,Italy,44.20N,11.18E
2343660,1850-01-01,-0.11300000000000045,1.894,Florence,Italy,44.20N,11.18E
2343661,1850-02-01,4.572,1.321,Florence,Italy,44.20N,11.18E
2343662,1850-03-01,4.968999999999999,2.343,Florence,Italy,44.20N,11.18E
2343663,1850-04-01,9.807,2.133,Florence,Italy,44.20N,11.18E
2343664,1850-05-01,13.152000000000001,0.856,Florence,Italy,44.20N,11.18E
2343665,1850-06-01,19.17,1.143,Florence,Italy,44.20N,11.18E
2343666,1850-07-01,21.163,0.956,Florence,Italy,44.20N,11.18E
2343667,1850-08-01,20.892,1.025,Florence,Italy,44.20N,11.18E
2343668,1850-09-01,15.605,1.012,Florence,Italy,44.20N,11.18E
2343669,1850-10-01,10.296,1.24,Florence,Italy,44.20N,11.18E
2343670,1850-11-01,7.3519999999999985,1.939,Florence,Italy,44.20N,11.18E
2343671,1850-12-01,4.093,0.424,Florence,Italy,44.20N,11.18E
2343672,1851-01-01,4.141,0.8140000000000001,Florence,Italy,44.20N,11.18E
2343673,1851-02-01,4.803,1.185,Florence,Italy,44.20N,11.18E
2343674,1851-03-01,6.27,1.539,Florence,Italy,44.20N,11.18E
2343675,1851-04-01,11.216,2.405,Florence,Italy,44.20N,11.18E
2343676,1851-05-01,13.265,1.251,Florence,Italy,44.20N,11.18E
2343677,1851-06-01,19.611,1.244,Florence,Italy,44.20N,11.18E
2343678,1851-07-01,20.684,1.962,Florence,Italy,44.20N,11.18E
2343679,1851-08-01,20.733,1.602,Florence,Italy,44.20N,11.18E
2343680,1851-09-01,14.984000000000002,1.788,Florence,Italy,44.20N,11.18E
2343681,1851-10-01,13.535,2.585,Florence,Italy,44.20N,11.18E
2343682,1851-11-01,4.262,0.759,Florence,Italy,44.20N,11.18E
2343683,1851-12-01,1.1230000000000002,3.374,Florence,Italy,44.20N,11.18E
2343684,1852-01-01,2.9730000000000003,2.72,Florence,Italy,44.20N,11.18E
2343685,1852-02-01,4.586,0.862,Florence,Italy,44.20N,11.18E
2343686,1852-03-01,4.75,1.146,Florence,Italy,44.20N,11.18E
2343687,1852-04-01,9.035,1.518,Florence,Italy,44.20N,11.18E
2343688,1852-05-01,15.217,1.759,Florence,Italy,44.20N,11.18E
2343689,1852-06-01,19.035,0.967,Florence,Italy,44.20N,11.18E
2343690,1852-07-01,22.042,1.278,Florence,Italy,44.20N,11.18E
2343691,1852-08-01,20.747,0.875,Florence,Italy,44.20N,11.18E
2343692,1852-09-01,17.033,0.794,Florence,Italy,44.20N,11.18E
2343693,1852-10-01,11.899000000000001,0.741,Florence,Italy,44.20N,11.18E
2343694,1852-11-01,9.936,1.263,Florence,Italy,44.20N,11.18E
2343695,1852-12-01,5.436,1.628,Florence,Italy,44.20N,11.18E
2343696,1853-01-01,4.0169999999999995,1.001,Florence,Italy,44.20N,11.18E
2343697,1853-02-01,2.857,1.06,Florence,Italy,44.20N,11.18E
2343698,1853-03-01,4.047,1.267,Florence,Italy,44.20N,11.18E
2343699,1853-04-01,8.547,0.953,Florence,Italy,44.20N,11.18E
2343700,1853-05-01,14.11,0.67,Florence,Italy,44.20N,11.18E
2343701,1853-06-01,18.089,1.017,Florence,Italy,44.20N,11.18E
2343702,1853-07-01,23.378,1.329,Florence,Italy,44.20N,11.18E
2343703,1853-08-01,22.165,1.442,Florence,Italy,44.20N,11.18E
2343704,1853-09-01,17.114,0.688,Florence,Italy,44.20N,11.18E
2343705,1853-10-01,12.507,1.0,Florence,Italy,44.20N,11.18E
2343706,1853-11-01,7.8519999999999985,1.886,Florence,Italy,44.20N,11.18E
2343707,1853-12-01,1.375,1.396,Florence,Italy,44.20N,11.18E
2343708,1854-01-01,2.733,2.165,Florence,Italy,44.20N,11.18E
2343709,1854-02-01,2.217,1.4169999999999998,Florence,Italy,44.20N,11.18E
2343710,1854-03-01,6.233,0.97,Florence,Italy,44.20N,11.18E
2343711,1854-04-01,10.04,0.958,Florence,Italy,44.20N,11.18E
2343712,1854-05-01,14.525,1.056,Florence,Italy,44.20N,11.18E
2343713,1854-06-01,18.715,1.37,Florence,Italy,44.20N,11.18E
2343714,1854-07-01,22.167,1.577,Florence,Italy,44.20N,11.18E
2343715,1854-08-01,20.968000000000004,1.5219999999999998,Florence,Italy,44.20N,11.18E
2343716,1854-09-01,16.913,1.408,Florence,Italy,44.20N,11.18E
2343717,1854-10-01,12.987,0.917,Florence,Italy,44.20N,11.18E
2343718,1854-11-01,5.6069999999999975,1.101,Florence,Italy,44.20N,11.18E
2343719,1854-12-01,3.782,2.532,Florence,Italy,44.20N,11.18E
2343720,1855-01-01,-0.05200000000000005,2.16,Florence,Italy,44.20N,11.18E
2343721,1855-02-01,2.334,2.78,Florence,Italy,44.20N,11.18E
2343722,1855-03-01,6.237,0.8320000000000001,Florence,Italy,44.20N,11.18E
2343723,1855-04-01,9.735,1.445,Florence,Italy,44.20N,11.18E
2343724,1855-05-01,13.259,1.183,Florence,Italy,44.20N,11.18E
2343725,1855-06-01,18.423,0.91,Florence,Italy,44.20N,11.18E
2343726,1855-07-01,21.568,0.607,Florence,Italy,44.20N,11.18E
2343727,1855-08-01,21.461,0.617,Florence,Italy,44.20N,11.18E
2343728,1855-09-01,16.972,0.831,Florence,Italy,44.20N,11.18E
2343729,1855-10-01,14.708,1.23,Florence,Italy,44.20N,11.18E
2343730,1855-11-01,8.104,0.932,Florence,Italy,44.20N,11.18E
2343731,1855-12-01,0.5380000000000003,2.733,Florence,Italy,44.20N,11.18E
2343732,1856-01-01,4.396,1.171,Florence,Italy,44.20N,11.18E
2343733,1856-02-01,6.388,3.306,Florence,Italy,44.20N,11.18E
2343734,1856-03-01,6.117000000000001,0.7659999999999999,Florence,Italy,44.20N,11.18E
2343735,1856-04-01,11.118,1.975,Florence,Italy,44.20N,11.18E
2343736,1856-05-01,13.905,2.526,Florence,Italy,44.20N,11.18E
2343737,1856-06-01,20.057,1.964,Florence,Italy,44.20N,11.18E
2343738,1856-07-01,20.876,1.154,Florence,Italy,44.20N,11.18E
2343739,1856-08-01,22.219,1.714,Florence,Italy,44.20N,11.18E
2343740,1856-09-01,16.293000000000006,1.2990000000000002,Florence,Italy,44.20N,11.18E
2343741,1856-10-01,12.942,0.877,Florence,Italy,44.20N,11.18E
2343742,1856-11-01,4.103999999999999,0.889,Florence,Italy,44.20N,11.18E
2343743,1856-12-01,2.465,1.796,Florence,Italy,44.20N,11.18E
2343744,1857-01-01,1.6569999999999998,1.146,Florence,Italy,44.20N,11.18E
2343745,1857-02-01,2.4250000000000003,1.811,Florence,Italy,44.20N,11.18E
2343746,1857-03-01,5.76,1.35,Florence,Italy,44.20N,11.18E
2343747,1857-04-01,10.225,0.7240000000000001,Florence,Italy,44.20N,11.18E
2343748,1857-05-01,14.338,0.944,Florence,Italy,44.20N,11.18E
2343749,1857-06-01,18.267,0.746,Florence,Italy,44.20N,11.18E
2343750,1857-07-01,22.15,0.957,Florence,Italy,44.20N,11.18E
2343751,1857-08-01,21.105,0.708,Florence,Italy,44.20N,11.18E
2343752,1857-09-01,17.849,0.551,Florence,Italy,44.20N,11.18E
2343753,1857-10-01,14.416,1.4780000000000002,Florence,Italy,44.20N,11.18E
2343754,1857-11-01,6.846,0.999,Florence,Italy,44.20N,11.18E
2343755,1857-12-01,2.922,1.203,Florence,Italy,44.20N,11.18E
2343756,1858-01-01,-1.7120000000000006,2.177,Florence,Italy,44.20N,11.18E
2343757,1858-02-01,-0.4299999999999997,1.236,Florence,Italy,44.20N,11.18E
2343758,1858-03-01,5.246,1.155,Florence,Italy,44.20N,11.18E
2343759,1858-04-01,11.298,1.392,Florence,Italy,44.20N,11.18E
2343760,1858-05-01,13.760000000000002,1.529,Florence,Italy,44.20N,11.18E
2343761,1858-06-01,20.723000000000006,1.276,Florence,Italy,44.20N,11.18E
2343762,1858-07-01,21.045,0.996,Florence,Italy,44.20N,11.18E
2343763,1858-08-01,19.820999999999998,1.459,Florence,Italy,44.20N,11.18E
2343764,1858-09-01,18.012,1.305,Florence,Italy,44.20N,11.18E
2343765,1858-10-01,14.174000000000001,0.992,Florence,Italy,44.20N,11.18E
2343766,1858-11-01,4.791,1.041,Florence,Italy,44.20N,11.18E
2343767,1858-12-01,3.642,1.33,Florence,Italy,44.20N,11.18E
2343768,1859-01-01,1.3549999999999998,1.264,Florence,Italy,44.20N,11.18E
2343769,1859-02-01,4.8020000000000005,0.767,Florence,Italy,44.20N,11.18E
2343770,1859-03-01,8.888,1.015,Florence,Italy,44.20N,11.18E
2343771,1859-04-01,11.118,0.7290000000000001,Florence,Italy,44.20N,11.18E
2343772,1859-05-01,14.189,0.627,Florence,Italy,44.20N,11.18E
2343773,1859-06-01,18.374,1.042,Florence,Italy,44.20N,11.18E
2343774,1859-07-01,23.565,0.999,Florence,Italy,44.20N,11.18E
2343775,1859-08-01,22.774,0.626,Florence,Italy,44.20N,11.18E
2343776,1859-09-01,16.965999999999998,0.363,Florence,Italy,44.20N,11.18E
2343777,1859-10-01,14.823,0.861,Florence,Italy,44.20N,11.18E
2343778,1859-11-01,7.101999999999999,1.658,Florence,Italy,44.20N,11.18E
2343779,1859-12-01,0.6859999999999999,1.773,Florence,Italy,44.20N,11.18E
2343780,1860-01-01,2.485,1.17,Florence,Italy,44.20N,11.18E
2343781,1860-02-01,1.3780000000000001,1.138,Florence,Italy,44.20N,11.18E
2343782,1860-03-01,5.199999999999998,2.14,Florence,Italy,44.20N,11.18E
2343783,1860-04-01,8.675,1.081,Florence,Italy,44.20N,11.18E
2343784,1860-05-01,15.385,0.456,Florence,Italy,44.20N,11.18E
2343785,1860-06-01,19.255,0.87,Florence,Italy,44.20N,11.18E
2343786,1860-07-01,19.963,0.7090000000000001,Florence,Italy,44.20N,11.18E
2343787,1860-08-01,20.419,0.901,Florence,Italy,44.20N,11.18E
2343788,1860-09-01,17.243000000000002,0.858,Florence,Italy,44.20N,11.18E
2343789,1860-10-01,12.14,0.7170000000000001,Florence,Italy,44.20N,11.18E
2343790,1860-11-01,5.971,0.816,Florence,Italy,44.20N,11.18E
2343791,1860-12-01,3.03,0.77,Florence,Italy,44.20N,11.18E
2343792,1861-01-01,0.5939999999999999,0.867,Florence,Italy,44.20N,11.18E
2343793,1861-02-01,5.274,1.494,Florence,Italy,44.20N,11.18E
2343794,1861-03-01,7.046,0.4920000000000001,Florence,Italy,44.20N,11.18E
2343795,1861-04-01,9.593,0.6659999999999999,Florence,Italy,44.20N,11.18E
2343796,1861-05-01,13.957,0.932,Florence,Italy,44.20N,11.18E
2343797,1861-06-01,19.977999999999998,1.999,Florence,Italy,44.20N,11.18E
2343798,1861-07-01,21.679,1.319,Florence,Italy,44.20N,11.18E
2343799,1861-08-01,23.885,0.713,Florence,Italy,44.20N,11.18E
2343800,1861-09-01,18.475,0.871,Florence,Italy,44.20N,11.18E
2343801,1861-10-01,13.505,0.5489999999999999,Florence,Italy,44.20N,11.18E
2343802,1861-11-01,7.4449999999999985,1.58,Florence,Italy,44.20N,11.18E
2343803,1861-12-01,1.484,1.574,Florence,Italy,44.20N,11.18E
2343804,1862-01-01,1.4159999999999997,1.406,Florence,Italy,44.20N,11.18E
2343805,1862-02-01,3.8160000000000003,1.378,Florence,Italy,44.20N,11.18E
2343806,1862-03-01,8.732000000000001,0.657,Florence,Italy,44.20N,11.18E
2343807,1862-04-01,12.569,0.631,Florence,Italy,44.20N,11.18E
2343808,1862-05-01,16.516000000000002,1.413,Florence,Italy,44.20N,11.18E
2343809,1862-06-01,19.079,1.084,Florence,Italy,44.20N,11.18E
2343810,1862-07-01,22.331,0.88,Florence,Italy,44.20N,11.18E
2343811,1862-08-01,20.662,1.213,Florence,Italy,44.20N,11.18E
2343812,1862-09-01,17.313000000000002,0.911,Florence,Italy,44.20N,11.18E
2343813,1862-10-01,14.389000000000001,1.1909999999999998,Florence,Italy,44.20N,11.18E
2343814,1862-11-01,8.564,0.895,Florence,Italy,44.20N,11.18E
2343815,1862-12-01,2.4720000000000004,1.345,Florence,Italy,44.20N,11.18E
2343816,1863-01-01,4.67,1.751,Florence,Italy,44.20N,11.18E
2343817,1863-02-01,4.05,2.491,Florence,Italy,44.20N,11.18E
2343818,1863-03-01,7.865,0.7090000000000001,Florence,Italy,44.20N,11.18E
2343819,1863-04-01,11.67,1.452,Florence,Italy,44.20N,11.18E
2343820,1863-05-01,16.237000000000002,0.993,Florence,Italy,44.20N,11.18E
2343821,1863-06-01,19.783,1.139,Florence,Italy,44.20N,11.18E
2343822,1863-07-01,21.778,0.926,Florence,Italy,44.20N,11.18E
2343823,1863-08-01,22.401,1.093,Florence,Italy,44.20N,11.18E
2343824,1863-09-01,17.764000000000006,1.139,Florence,Italy,44.20N,11.18E
2343825,1863-10-01,13.655,0.8859999999999999,Florence,Italy,44.20N,11.18E
2343826,1863-11-01,8.362,0.8959999999999999,Florence,Italy,44.20N,11.18E
2343827,1863-12-01,3.696,1.3019999999999998,Florence,Italy,44.20N,11.18E
2343828,1864-01-01,-1.654,0.999,Florence,Italy,44.20N,11.18E
2343829,1864-02-01,2.5140000000000002,1.953,Florence,Italy,44.20N,11.18E
2343830,1864-03-01,7.669,0.67,Florence,Italy,44.20N,11.18E
2343831,1864-04-01,8.867,0.79,Florence,Italy,44.20N,11.18E
2343832,1864-05-01,14.365,0.539,Florence,Italy,44.20N,11.18E
2343833,1864-06-01,18.839,1.159,Florence,Italy,44.20N,11.18E
2343834,1864-07-01,21.637,0.482,Florence,Italy,44.20N,11.18E
2343835,1864-08-01,20.785999999999998,1.047,Florence,Italy,44.20N,11.18E
